ticker,short name,name
IHI,ishares-u-s-medical-devices,iShares U.S. Medical Devices
IHIT,invesco-high-income-2023-target-term-fund-of-beneficial-interest,Invesco High Income 2023 Target Term Fund of Beneficial Interest
IHT,innsuites-hospitality-trust-shares-of-beneficial-interest,InnSuites Hospitality Trust Shares of Beneficial Interest
IHTA,invesco-high-income-2024-target-term-fund-of-beneficial-interest-no-par-value-per-share,Invesco High Income 2024 Target Term Fund of Beneficial Interest No par value per share
IHY,vaneck-vectors-international-high-yield-bond,VanEck Vectors International High Yield Bond
IID,voya-international-high-dividend-equity-income-fund-of-beneficial-interest,Voya International High Dividend Equity Income Fund of Beneficial Interest
IIF,morgan-stanley-india-investment-fund,Morgan Stanley India Investment Fund
III,information-services,Information Services
IIIN,insteel-industries,Insteel Industries
IIIV,i3-verticals,i3 Verticals
IIJI,internet-initiative-japan,Internet Initiative Japan
IIM,invesco-value-municipal-income-trust,Invesco Value Municipal Income Trust
IIN,intricon,IntriCon
IIPR,innovative-industrial-properties,Innovative Industrial Properties
IIVI,ii-vi-incorporated,II-VI Incorporated
IJH,ishares-core-s-p-mid-cap,iShares Core S&P Mid-Cap
IJJ,ishares-s-p-mid-cap-400-value,iShares S&P Mid-Cap 400 Value
IJK,ishares-s-p-mid-cap-400-growth,iShares S&P Mid-Cap 400 Growth
IJR,ishares-core-s-p-small-cap,iShares Core S&P Small-Cap
IJS,ishares-s-p-smallcap-600-value,iShares S&P SmallCap 600 Value
IJT,ishares-s-p-small-cap-600-growth-etf,iShares S&P Small-Cap 600 Growth ETF
IKNX,ikonics,Ikonics
ILF,ishares-latin-america-40,iShares Latin America 40
ILMN,illumina,Illumina
ILPT,industrial-logistics-properties-trust,Industrial Logistics Properties Trust
ILTB,ishares-core-10-year-usd-bond,iShares Core 10 Year USD Bond
IMAX,imax,Imax
IMDZ,immune-design,Immune Design
IMGN,immunogen,ImmunoGen
IMH,impac-mortgage,Impac Mortgage
IMI,intermolecular,Intermolecular
IMKTA,ingles-markets-incorporated-common-stock,Ingles Markets Incorporated Common Stock
IMMP,immutep-limited,Immutep Limited
IMMR,immersion,Immersion
IMMU,immunomedics,Immunomedics
IMO,imperial-oil-limited,Imperial Oil Limited
IMOS,chipmos,ChipMOS
IMRN,immuron-limited,Immuron Limited
IMTE,integrated-media-technology-limited,Integrated Media Technology Limited
IMV,imv,IMV
IMXI,international-money-express,International Money Express
INAP,internap,Internap
INB,cohen-steers-global-income-builder-of-beneficial-interest,Cohen & Steers Global Income Builder of Beneficial Interest
INBK,first-internet-bancorp,First Internet Bancorp
INCY,incyte,Incyte
INDB,independent-bank,Independent Bank
INDY,ishares-s-p-india-nifty-50-index-fund,iShares S&P India Nifty 50 Index Fund
INF,brookfield-global-listed-infrastructure-income-fund-closed-end-fund,Brookfield Global Listed Infrastructure Income Fund Closed End Fund
INFI,infinity-pharmaceuticals,Infinity Pharmaceuticals
INFN,infinera,Infinera
INFO,ihs-markit,IHS Markit
INFU,infusystems,InfuSystems
INFY,infosys-limited-american-depositary-shares,Infosys Limited American Depositary Shares
ING,ing-n-v-,ING N.V.
INGN,inogen,Inogen
INGR,ingredion-incorporated,Ingredion Incorporated
INKM,spdr-ssga-income-allocation,SPDR SSgA Income Allocation
INN,summit-hotel-properties,Summit Hotel Properties
INNT,innovate-biopharmaceuticals,Innovate Biopharmaceuticals
INO,inovio-pharmaceuticals,Inovio Pharmaceuticals
INOD,innodata,Innodata
INOV,inovalon,Inovalon
INPX,inpixon,Inpixon
INR,market-vectors-indian-rupee/usd-etn,Market Vectors Indian Rupee/USD ETN
INS,intelligent-systems,Intelligent Systems
INSE,inspired-entertainment,Inspired Entertainment
INSG,inseego,Inseego
INSI,insight-select-income-fund,Insight Select Income Fund
INSM,insmed,Insmed
INSP,inspire-medical-systems,Inspire Medical Systems
INST,instructure,Instructure
INSW,international-seaways,International Seaways
INSY,insys-therapeutics,Insys Therapeutics
INT,world-fuel-services,World Fuel Services
INTC,intel,Intel
INTG,the-intergroup,The Intergroup
INTL,intl-fcstone,INTL FCStone
INTT,intest,inTest
INTU,intuit,Intuit
INUV,inuvo,Inuvo
INVA,innoviva,Innoviva
INVE,identiv,Identiv
INVH,invitation-homes,Invitation Homes
INWK,innerworkings,InnerWorkings
INXN,interxion-holding-n-v-(0-01-nominal-value),InterXion Holding N.V. (0.01 nominal value)
INXX,columbia-india-infrastructure,Columbia India Infrastructure
IO,ion-geophysical,Ion Geophysical
IONS,ionis-pharmaceuticals,Ionis Pharmaceuticals
IOO,ishares-global-100,iShares Global 100
IOR,income-opportunity-realty-investors,Income Opportunity Realty Investors
IOSP,innospec,Innospec
IOTS,adesto,Adesto
IOVA,iovance-biotherapeutics,Iovance Biotherapeutics
IP,international-paper-company,International Paper Company
IPAR,inter-parfums,Inter Parfums
IPAS,ipass,iPass
IPCI,intellipharmaceutics-international,Intellipharmaceutics International
IPDN,professional-diversity-network,Professional Diversity Network
IPE,spdr-bloomberg-barclays-tips,SPDR Bloomberg Barclays TIPS
IPFF,ishares-international-preferred-stock,iShares International Preferred Stock
IPG,interpublic-of-companies-(the),Interpublic of Companies (The)
IPGP,ipg-photonics,IPG Photonics
IPHI,inphi-$0-001-par-value,Inphi $0.001 par value
IPHS,innophos,Innophos
IPI,intrepid-potash,Intrepid Potash
IPIC,ipic-entertainment,iPic Entertainment
IPOA,social-capital-hedosophia-par-value-$0-0001,Social Capital Hedosophia par value $0.0001
IPWR,ideal-power,Ideal Power
IQ,iqiyi,iQIYI
IQI,invesco-quality-municipal-income-trust,Invesco Quality Municipal Income Trust
IQV,iqvia,IQVIA
IR,ingersoll-rand-plc-(ireland),Ingersoll-Rand plc (Ireland)
IRBT,irobot,iRobot
IRCP,irsa-propiedades-comerciales-s-a-,IRSA Propiedades Comerciales S.A.
IRDM,iridium-communications,Iridium Communications
IRET,investors-real-estate-trust-shares-of-beneficial-interest,Investors Real Estate Trust Shares of Beneficial Interest
IRIX,iridex,IRIDEX
IRL,new-ireland-fund-(the),New Ireland Fund (The)
IRM,iron-mountain-incorporated-(delaware)common-stock-reit,Iron Mountain Incorporated (Delaware)Common Stock REIT
IRMD,iradimed,iRadimed
IROQ,if-bancorp,IF Bancorp
IRR,voya-natural-resources-equity-income-fund-of-beneficial-interest,Voya Natural Resources Equity Income Fund of Beneficial Interest
IRS,irsa-inversiones-y-representaciones-s-a-,IRSA Inversiones Y Representaciones S.A.
IRT,independence-realty-trust,Independence Realty Trust
IRTC,irhythm,iRhythm
IRWD,ironwood-pharmaceuticals,Ironwood Pharmaceuticals
ISBC,investors-bancorp,Investors Bancorp
ISCA,international-speedway,International Speedway
ISD,pgim-short-duration-high-yield-fund,PGIM Short Duration High Yield Fund
ISDR,issuer-direct,Issuer Direct
ISHG,ishares-s-p/citigroup-1-3-yr-intl-treasury-bond,iShares S&P/Citigroup 1-3 Yr Intl Treasury Bond
ISIG,insignia-systems,Insignia Systems
ISNS,image-sensing-systems,Image Sensing Systems
ISR,isoray-(de),IsoRay (DE)
ISRG,intuitive-surgical,Intuitive Surgical
ISRL,isramco,Isramco
ISSC,innovative-solutions-and-support,Innovative Solutions and Support
ISTB,ishares-core-1-5-year-usd-bond-etf,iShares Core 1-5 Year USD Bond ETF
ISTR,investar-holding,Investar Holding
IT,gartner,Gartner
ITA,ishares-u-s-aerospace-defense,iShares U.S. Aerospace & Defense
ITB,ishares-u-s-home-construction,iShares U.S. Home Construction
ITCB,itau-corpbanca-american-depositary-shares-(each-representing-1500-shares-of-no-par-value),Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value)
ITCI,intra-cellular-therapies,Intra-Cellular Therapies
ITE,spdr-bloomberg-barclays-intermediate-term-treasury,SPDR Bloomberg Barclays Intermediate Term Treasury
ITG,investment-technology,Investment Technology
ITGR,integer,Integer
ITI,iteris,Iteris
ITIC,investors-title-company,Investors Title Company
ITM,vaneck-vectors-amt-free-intermediate-municipal-index,VanEck Vectors AMT-Free Intermediate Municipal Index
ITOT,ishares-core-s-p-total-u-s-stock-market,iShares Core S&P Total U.S. Stock Market
ITP,it-tech-packaging,IT Tech Packaging
ITRI,itron,Itron
ITRM,iterum-therapeutics-plc,Iterum Therapeutics plc
ITRN,ituran-location-and-control,Ituran Location and Control
ITT,itt,ITT
ITUB,itau-unibanco-banco-holding-sa-american-depositary-shares-(each-repstg-500-preferred-shares),Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares)
ITW,illinois-tool-works,Illinois Tool Works
IUSG,ishares-core-s-p-u-s-growth-etf,iShares Core S&P U.S. Growth ETF
IUSV,ishares-core-s-p-u-s-value-etf,iShares Core S&P U.S. Value ETF
IVAC,intevac,Intevac
IVC,invacare,Invacare
IVE,ishares-s-p-500-value,iShares S&P 500 Value
IVH,ivy-high-income-opportunities-fund-of-beneficial-interest,Ivy High Income Opportunities Fund of Beneficial Interest
IVOG,vanguard-s-p-mid-cap-400-growth,Vanguard S&P Mid-Cap 400 Growth
IVOO,vanguard-s-p-mid-cap-400,Vanguard S&P Mid-Cap 400
IVOV,vanguard-s-p-mid-cap-400-value,Vanguard S&P Mid-Cap 400 Value
IVR,invesco-mortgage-capital,INVESCO MORTGAGE CAPITAL
IVV,ishares-core-s-p-500,iShares Core S&P 500
IVW,ishares-s-p-500-growth,iShares S&P 500 Growth
IVZ,invesco,Invesco
IWB,ishares-russell-1000,iShares Russell 1000
IWC,ishares-microcap,iShares Microcap
IWD,ishares-russell-1000-value,iShares Russell 1000 Value
IWF,ishares-russell-1000-growth,iShares Russell 1000 Growth
IWL,ishares-russell-top-200,iShares Russell Top 200
IWM,ishares-russell-2000,iShares Russell 2000
IWN,ishares-russell-2000-value,iShares Russell 2000 Value
IWO,ishares-russell-2000-growth,iShares Russell 2000 Growth
IWP,ishares-russell-midcap-growth,iShares Russell Midcap Growth
IWR,ishares-russell-mid-cap,iShares Russell Mid-Cap
IWS,ishares-russell-mid-cap-value,iShares Russell Mid-cap Value
IWV,ishares-russell-3000,iShares Russell 3000
IWX,ishares-russell-top-200-value,iShares Russell Top 200 Value
IWY,ishares-russell-top-200-growth,iShares Russell Top 200 Growth
IX,orix-ads,Orix Ads
IXC,ishares-global-energy,iShares Global Energy
IXG,ishares-global-financial,iShares Global Financial
IXJ,ishares-global-healthcare,iShares Global Healthcare
IXN,ishares-global-tech,iShares Global Tech
IXP,ishares-global-comm-services,iShares Global Comm Services
IXUS,ishares-core-msci-total-international-stock-etf,iShares Core MSCI Total International Stock ETF
IYC,ishares-u-s-consumer-services,iShares U.S. Consumer Services
IYE,ishares-u-s-energy,iShares U.S. Energy
IYF,ishares-u-s-financial,iShares U.S. Financial
IYG,ishares-u-s-financial-services,iShares U.S. Financial Services
IYH,ishares-u-s-healthcare,iShares U.S. Healthcare
IYJ,ishares-u-s-industrials,iShares U.S. Industrials
IYK,ishares-u-s-consumer-goods,iShares U.S. Consumer Goods
IYM,ishares-u-s-basic-materials,iShares U.S. Basic Materials
IYR,ishares-u-s-real-estate,iShares U.S. Real Estate
IYT,ishares-transportation-average,iShares Transportation Average
IYW,ishares-u-s-technology,iShares U.S. Technology
IYY,ishares-dow-jones-u-s-,iShares Dow Jones U.S.
IYZ,ishares-u-s-telecommunications,iShares U.S. Telecommunications
IZEA,izea-worldwide,IZEA Worldwide
JACK,jack-in-the-box,Jack In The Box
JAG,jagged-peak-energy,Jagged Peak Energy
JAGX,jaguar-health,Jaguar Health
JAKK,jakks-pacific,JAKKS Pacific
JASN,jason-industries,Jason Industries
JAX,j-alexander's,J. Alexander's
JAZZ,jazz-pharmaceuticals-plc,Jazz Pharmaceuticals plc
JBGS,jbg-smith-properties,JBG SMITH Properties
JBHT,j-b-hunt-transport-services,J.B. Hunt Transport Services
JBL,jabil,Jabil
JBLU,jetblue-airways,JetBlue Airways
JBSS,john-b-sanfilippo-son,John B. Sanfilippo & Son
JBT,john-bean,John Bean
JCAP,jernigan-capital,Jernigan Capital
JCE,nuveen-core-equity-alpha-fund-of-beneficial-interest,Nuveen Core Equity Alpha Fund of Beneficial Interest
JCI,johnson-controls-international-plc,Johnson Controls International plc
JCO,nuveen-credit-opportunities-2022-target-term-fund-of-beneficial-interest,Nuveen Credit Opportunities 2022 Target Term Fund of Beneficial Interest
JCOM,j2-global,j2 Global
JCP,j-c-penney-company,J.C. Penney Company
JCS,communications-systems,Communications Systems
JCTCF,jewett-cameron-trading-company,Jewett-Cameron Trading Company
JD,jd-com,JD.com
JDD,nuveen-diversified-dividend-and-income-fund-shares-of-beneficial-interest,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest
JE,just-energy-(canada),Just Energy (Canada)
JEC,jacobs-engineering,Jacobs Engineering
JEF,jefferies-financial,Jefferies Financial
JELD,jeld-wen-holding,JELD-WEN Holding
JEMD,nuveen-emerging-markets-debt-2022-target-term-fund-of-beneficial-interest-$0-01-par-value-per-share,Nuveen Emerging Markets Debt 2022 Target Term Fund of Beneficial Interest $0.01 par value per share
JEQ,aberdeen-japan-equity-fund,Aberdeen Japan Equity Fund
JFR,nuveen-floating-rate-income-fund,Nuveen Floating Rate Income Fund
JG,aurora-mobile-limited,Aurora Mobile Limited
JGH,nuveen-global-high-income-fund-of-beneficial-interest,Nuveen Global High Income Fund of Beneficial Interest
JHB,nuveen-high-income-november-2021-target-term-fund,Nuveen High Income November 2021 Target Term Fund
JHD,nuveen-high-income-december-2019-target-term-fund-of-beneficial-interest,Nuveen High Income December 2019 Target Term Fund of Beneficial Interest
JHG,janus-henderson-plc,Janus Henderson plc
JHI,john-hancock-investors-trust,John Hancock Investors Trust
JHS,john-hancock-income-securities-trust,John Hancock Income Securities Trust
JHX,james-hardie-industries-plc-american-depositary-shares-(ireland),James Hardie Industries plc American Depositary Shares (Ireland)
JHY,nuveen-high-income-2020-target-term-fund-of-beneficial-interest,Nuveen High Income 2020 Target Term Fund of Beneficial Interest
JILL,j-jill,J. Jill
JJSF,j-j-snack-foods,J & J Snack Foods
JKD,ishares-morningstar-large-cap,iShares Morningstar Large-Cap
JKE,ishares-morningstar-large-cap-growth,iShares Morningstar Large-Cap Growth
JKF,ishares-morningstar-large-cap-value,iShares Morningstar Large-Cap Value
JKG,ishares-morningstar-mid-cap,iShares Morningstar Mid-Cap
JKH,ishares-morningstar-mid-cap-growth,iShares Morningstar Mid-Cap Growth
JKHY,jack-henry-associates,Jack Henry & Associates
JKI,ishares-morningstar-mid-cap-etf,iShares Morningstar Mid-Cap ETF
JKJ,ishares-morningstar-small-cap,iShares Morningstar Small-Cap
JKK,ishares-morningstar-small-cap-growth,iShares Morningstar Small-Cap Growth
JKL,ishares-morningstar-small-cap-value-etfnd,iShares Morningstar Small-Cap Value ETFnd
JKS,jinkosolar-holding-company-limited-american-depositary-shares-(each-representing-4),JinkoSolar Holding Company Limited American Depositary Shares (each representing 4)
JLL,jones-lang-lasalle-incorporated,Jones Lang LaSalle Incorporated
JLS,nuveen-mortgage-opportunity-term-fund,Nuveen Mortgage Opportunity Term Fund
JMEI,jumei-international-holding-limited-american-depositary-shares-each-representing-one,Jumei International Holding Limited American Depositary Shares each representing one
JMF,nuveen-energy-mlp-total-return-fund-of-beneficial-interest,Nuveen Energy MLP Total Return Fund of Beneficial Interest
JMLP,nuveen-all-cap-energy-mlp-opportunities-fund-of-beneficial-interest,Nuveen All Cap Energy MLP Opportunities Fund of Beneficial Interest
JMM,nuveen-multi-market-income-fund-(ma),Nuveen Multi-Market Income Fund (MA)
JMP,jmp-llc,JMP LLC
JMT,nuveen-mortgage-opportunity-term-fund-2-of-beneficial-interest,Nuveen Mortgage Opportunity Term Fund 2 of Beneficial Interest
JMU,jmu-limited,JMU Limited
JNCE,jounce-therapeutics,Jounce Therapeutics
JNJ,johnson-johnson,Johnson & Johnson
JNK,spdr-bloomberg-barclays-high-yield-bond,SPDR Bloomberg Barclays High Yield Bond
JNPR,juniper-networks,Juniper Networks
JOB,gee,GEE
JOBS,51job,51job
JOE,st-joe-company-(the),St. Joe Company (The)
JOF,japan-smaller-capitalization-fund,Japan Smaller Capitalization Fund
JOUT,johnson-outdoors,Johnson Outdoors
JP,jupai-limited-american-depositary-shares-each-representing-six,Jupai Limited American Depositary Shares each representing six
JPC,nuveen-preferred-income-opportunities-fund,Nuveen Preferred & Income Opportunities Fund
JPI,nuveen-preferred-and-income-term-fund-of-beneficial-interest,Nuveen Preferred and Income Term Fund of Beneficial Interest
JPM,jp-morgan-chase-co-,JP Morgan Chase & Co.
JPS,nuveen-preferred-income-securities-fund,Nuveen Preferred & Income Securities Fund
JPT,nuveen-preferred-and-income-2022-term-fund-of-beneficial-interest,Nuveen Preferred and Income 2022 Term Fund of Beneficial Interest
JPXN,ishares-jpx-nikkei-400,iShares JPX-Nikkei 400
JQC,nuveen-credit-strategies-income-fund-shares-of-beneficial-interest,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest
JRI,nuveen-real-asset-income-and-growth-fund-of-beneficial-interest,Nuveen Real Asset Income and Growth Fund of Beneficial Interest
JRJC,china-finance-online-co-limited,China Finance Online Co. Limited
JRO,nuveen-floating-rate-income-opportuntiy-fund-shares-of-beneficial-interest,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
JRS,nuveen-real-estate-income-fund-of-beneficial-interest,Nuveen Real Estate Income Fund of Beneficial Interest
JRSH,jerash-(us),Jerash (US)
JRVR,james-river,James River
JSD,nuveen-short-duration-credit-opportunities-fund-of-beneficial-interest,Nuveen Short Duration Credit Opportunities Fund of Beneficial Interest
JSYN,jensyn-acquistion,Jensyn Acquistion
JT,jianpu-technology-american-depositary-shares-each-two-representing-five,Jianpu Technology American depositary shares each two representing five
JTA,nuveen-tax-advantaged-total-return-strategy-fund-of-beneficial-interest,Nuveen Tax-Advantaged Total Return Strategy Fund of Beneficial Interest
JTD,nuveen-tax-advantaged-dividend-growth-fund-of-beneficial-interest,Nuveen Tax-Advantaged Dividend Growth Fund of Beneficial Interest
JVA,coffee-holding-co-,Coffee Holding Co.
JW.A,john-wiley-sons,John Wiley & Sons
JW.B,john-wiley-sons,John Wiley & Sons
JWN,nordstrom,Nordstrom
JXI,ishares-global-utilities,iShares Global Utilities
JYNT,the-joint,The Joint
K,kellogg-company,Kellogg Company
KAI,kadant,Kadant
KALA,kala-pharmaceuticals,Kala Pharmaceuticals
KALU,kaiser-aluminum,Kaiser Aluminum
KALV,kalvista-pharmaceuticals,KalVista Pharmaceuticals
KAMN,kaman,Kaman
KAR,kar-auction-services,KAR Auction Services
KB,kb-financial,KB Financial
KBAL,kimball-international,Kimball International
KBE,spdr-s-p-bank,SPDR S&P Bank
KBH,kb-home,KB Home
KBLM,kbl-merger-iv,KBL Merger IV
KBR,kbr,KBR
KBSF,kbs-fashion-limited,KBS Fashion Limited
KBWD,invesco-kbw-high-dividend-yield-financial-etf,Invesco KBW High Dividend Yield Financial ETF
KBWP,invesco-kbw-property-casualty-insurance-etf,Invesco KBW Property & Casualty Insurance ETF
KBWR,invesco-kbw-regional-banking-etf,Invesco KBW Regional Banking ETF
KBWY,invesco-kbw-premium-yield-equity-reit-etf,Invesco KBW Premium Yield Equity REIT ETF
KCAP,kcap-financial,KCAP Financial
KCE,spdr-s-p-capital-markets,SPDR S&P Capital Markets
KDMN,kadmon,Kadmon
KDP,keurig-dr-pepper,Keurig Dr Pepper
KE,kimball-electronics,Kimball Electronics
KEG,key-energy-services,Key Energy Services
KELYA,kelly-services-common-stock,Kelly Services Common Stock
KELYB,kelly-services-b-common-stock,Kelly Services B Common Stock
KEM,kemet,KEMET
KEN,kenon,Kenon
KEP,korea-electric-power,Korea Electric Power
KEQU,kewaunee-scientific,Kewaunee Scientific
KEX,kirby,Kirby
KEY,keycorp,KeyCorp
KEYS,keysight,Keysight
KEYW,the-keyw-holding,The KEYW Holding
KF,korea-fund-(the),Korea Fund (The)
KFFB,kentucky-first-federal-bancorp,Kentucky First Federal Bancorp
KFRC,kforce,Kforce
KFS,kingsway-financial-services-(de),Kingsway Financial Services (DE)
KFY,korn-ferry,Korn Ferry
KGC,kinross-gold,Kinross Gold
KGJI,kingold-jewelry,Kingold Jewelry
KHC,the-kraft-heinz-company,The Kraft Heinz Company
KIDS,orthopediatrics,OrthoPediatrics
KIE,spdr-s-p-insurance,SPDR S&P Insurance
KIM,kimco-realty,Kimco Realty
KIN,kindred-biosciences,Kindred Biosciences
KINS,kingstone-companies,Kingstone Companies
KIO,kkr-income-opportunities-fund,KKR Income Opportunities Fund
KIQ,kelso,Kelso
KIRK,kirkland's,Kirkland's
KKR,kkr-co-,KKR & Co.
KL,kirkland-lake-gold,Kirkland Lake Gold
KLAC,kla-tencor,KLA-Tencor
KLIC,kulicke-and-soffa-industries,Kulicke and Soffa Industries
KLXE,klx-energy-services,KLX Energy Services
KMB,kimberly-clark,Kimberly-Clark
KMDA,kamada,Kamada
KMF,kayne-anderson-midstream-energy-fund,Kayne Anderson Midstream Energy Fund
KMI,kinder-morgan,Kinder Morgan
KMPH,kempharm,KemPharm
KMPR,kemper,Kemper
KMT,kennametal,Kennametal
KMX,carmax,CarMax
KN,knowles,Knowles
KNDI,kandi,Kandi
KNL,knoll,Knoll
KNOP,knot-offshore-partners-representing-limited-partner-interests,KNOT Offshore Partners representing Limited Partner Interests
KNOW,direxion-all-cap-insider-sentiment-shares,Direxion All Cap Insider Sentiment Shares
KNSA,kiniksa-pharmaceuticals,Kiniksa Pharmaceuticals
KNSL,kinsale-capital,Kinsale Capital
KNX,knight-swift-transportation,Knight-Swift Transportation
KO,coca-cola-company-(the),Coca-Cola Company (The)
KOD,kodiak-sciences,Kodiak Sciences
KODK,eastman-kodak-company-common-new,Eastman Kodak Company Common New
KOF,coca-cola-femsa-s-a-b-de-c-v-,Coca Cola Femsa S.A.B. de C.V.
KOL,vaneck-vectors-coal,VanEck Vectors Coal
KONA,kona-grill,Kona Grill
KOOL,cesca-therapeutics,Cesca Therapeutics
KOP,koppers,Koppers
KOPN,kopin,Kopin
KOS,kosmos-energy-(de),Kosmos Energy (DE)
KOSS,koss,Koss
KPFS,pepper-food-service-co-,Pepper Food Service Co.
KPTI,karyopharm-therapeutics,Karyopharm Therapeutics
KR,kroger-company-(the),Kroger Company (The)
KRA,kraton,Kraton
KRC,kilroy-realty,Kilroy Realty
KRE,spdr-s-p-regional-banking,SPDR S&P Regional Banking
KREF,kkr-real-estate-finance-trust,KKR Real Estate Finance Trust
KRG,kite-realty-trust,Kite Realty Trust
KRNT,kornit-digital,Kornit Digital
KRNY,kearny-financial,Kearny Financial
KRO,kronos-worldwide,Kronos Worldwide
KRP,kimbell-royalty-partners-representing-limited-partner-interests,Kimbell Royalty Partners Representing Limited Partner Interests
KRYS,krystal-biotech,Krystal Biotech
KSM,dws-strategic-municipal-income-trust,DWS Strategic Municipal Income Trust
KSS,kohl's,Kohl's
KSU,kansas-city-southern,Kansas City Southern
KT,kt,KT
KTCC,key-tronic,Key Tronic
KTF,dws-municipal-income-trust,DWS Municipal Income Trust
KTOS,kratos-defense-security-solutions,Kratos Defense & Security Solutions
KTOV,kitov-pharma,Kitov Pharma
KURA,kura-oncology,Kura Oncology
KVHI,kvh-industries,KVH Industries
KW,kennedy-wilson,Kennedy-Wilson
KWR,quaker-chemical,Quaker Chemical
KXI,ishares-global-consumer-staples,iShares Global Consumer Staples
KYN,kayne-anderson-mlp/midstream-investment-company,Kayne Anderson MLP/Midstream Investment Company
KZIA,kazia-therapeutics-limited,Kazia Therapeutics Limited
KZR,kezar-life-sciences,Kezar Life Sciences
L,loews,Loews
LABL,multi-color,Multi-Color
LAC,lithium-americas,Lithium Americas
LACQ,leisure-acquisition,Leisure Acquisition
LAD,lithia-motors,Lithia Motors
LADR,ladder-capital,Ladder Capital
LAIX,laix-american-depositary-shares-each-representing-one,LAIX American Depositary Shares each representing one
LAKE,lakeland-industries,Lakeland Industries
LAMR,lamar-advertising-company,Lamar Advertising Company
LANC,lancaster-colony,Lancaster Colony
LAND,gladstone-land,Gladstone Land
LARK,landmark-bancorp,Landmark Bancorp
LASR,nlight,nLIGHT
LAUR,laureate-education,Laureate Education
LAWS,lawson-products,Lawson Products
LAZ,lazard,Lazard
LAZY,lazydays,Lazydays
LB,l-brands,L Brands
LBAI,lakeland-bancorp,Lakeland Bancorp
LBC,luther-burbank,Luther Burbank
LBRDA,liberty-broadband-common-stock,Liberty Broadband Common Stock
LBRDK,liberty-broadband,Liberty Broadband
LBRT,liberty-oilfield-services,Liberty Oilfield Services
LBTYA,liberty-global-plc-ordinary-shares,Liberty Global plc Ordinary Shares
LBTYB,liberty-global-plc-b-ordinary-shares,Liberty Global plc B Ordinary Shares
LBTYK,liberty-global-plc,Liberty Global plc
LBY,libbey,Libbey
LC,lendingclub,LendingClub
LCI,lannett,Lannett
LCII,lci-industries,LCI Industries
LCNB,lcnb,LCNB
LCUT,lifetime-brands,Lifetime Brands
LD,ipath-bloomberg-lead-subindex-total-return-sm-index-etn,iPath Bloomberg Lead Subindex Total Return SM Index ETN
LDL,lydall,Lydall
LDOS,leidos,Leidos
LDP,cohen-steers-limited-duration-preferred-and-income-fund,Cohen & Steers Limited Duration Preferred and Income Fund
LE,lands'-end,Lands' End
LEA,lear,Lear
LEAF,leaf,Leaf
LECO,lincoln-electric,Lincoln Electric
LEDS,semileds,SemiLEDS
LEE,lee-enterprises-incorporated,Lee Enterprises Incorporated
LEG,leggett-platt-incorporated,Leggett & Platt Incorporated
LEGH,legacy-housing,Legacy Housing
LEJU,leju-limited-american-depositary-shares-each-representing-one,Leju Limited American Depositary Shares each representing one
LEMB,ishares-j-p-morgan-em-local-currency-bond,iShares J.P. Morgan EM Local Currency Bond
LEN,lennar,Lennar
LEN.B,lennar-b,Lennar B
LENS,presbia-plc,Presbia PLC
LEO,dreyfus-strategic-municipals,Dreyfus Strategic Municipals
LEU,centrus-energy,Centrus Energy
LEVB,level-brands,Level Brands
LEVL,level-one-bancorp,Level One Bancorp
LEXEA,liberty-expedia-series-common-stock,Liberty Expedia Series Common Stock
LEXEB,liberty-expedia-series-b-common-stock,Liberty Expedia Series B Common Stock
LFAC,lf-capital-acquistion,LF Capital Acquistion
LFC,china-life-insurance-company-limited-american-depositary-shares,China Life Insurance Company Limited American Depositary Shares
LFUS,littelfuse,Littelfuse
LFVN,lifevantage,Lifevantage
LGC,legacy-acquisition-par-value-$0-0001-per-share,Legacy Acquisition par value $0.0001 per share
LGCY,legacy-reserves,Legacy Reserves
LGF.A,lions-gate-entertainment,Lions Gate Entertainment
LGF.B,lions-gate-entertainment-b-non-voting-shares,Lions Gate Entertainment B Non-Voting Shares
LGI,lazard-global-total-return-and-income-fund,Lazard Global Total Return and Income Fund
LGIH,lgi-homes,LGI Homes
LGL,lgl-(the),LGL (The)
LGND,ligand-pharmaceuticals-incorporated,Ligand Pharmaceuticals Incorporated
LH,laboratory-of-america,Laboratory of America
LHC,leo,Leo
LHCG,lhc,LHC
LIFE,atyr-pharma,aTyr Pharma
LII,lennox-international,Lennox International
LILA,liberty-latin-america,Liberty Latin America
LILAK,liberty-latin-america,Liberty Latin America
LIN,linde-plc,Linde plc
LINC,lincoln-educational-services,Lincoln Educational Services
LIND,lindblad-expeditions,Lindblad Expeditions
LINK,interlink-electronics,Interlink Electronics
LION,fidelity-southern,Fidelity Southern
LIQT,liqtech-international,LiqTech International
LITB,lightinthebox-holding-co-american-depositary-shares-each-representing-2,LightInTheBox Holding Co. American Depositary Shares each representing 2
LITE,lumentum,Lumentum
LIVE,live-ventures-incorporated,Live Ventures Incorporated
LIVN,livanova-plc,LivaNova PLC
LIVX,livexlive-media,LiveXLive Media
LJPC,la-jolla-pharmaceutical-company,La Jolla Pharmaceutical Company
LKCO,luokung-technology,Luokung Technology
